ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,TIMING_ADVANCE
60.4,1299.0,73.0,3.9,12.12,44.0,31.4,65.5
85.9,1538.0,51.0,-3.9,18.93,50.0,33.3,63.5
16.5,1635.0,19.0,0.0,4.02,45.0,22.4,74.9
18.8,1444.0,46.0,3.1,3.91,43.0,21.2,61.6
38.8,1457.0,37.0,6.2,8.15,44.0,26.7,70.6
50.2,1401.0,43.0,1.6,10.34,44.0,29.0,67.8
18.4,1422.0,28.0,12.5,3.57,36.0,21.2,63.5
35.7,774.0,31.0,6.2,3.95,30.0,20.0,63.9
38.4,802.0,33.0,-3.9,4.04,11.0,20.4,56.1
35.7,807.0,35.0,0.8,3.95,0.0,20.0,55.7
40.4,801.0,61.0,1.6,4.31,6.0,20.8,52.9
70.6,1679.0,53.0,3.1,20.22,19.0,34.1,57.6
68.2,1805.0,21.0,0.6281970010971596,19.2,30.0,33.3,67.8
57.6,1361.0,67.0,-5.5,12.41,45.0,30.2,69.4
87.8,1581.0,53.0,1.6,21.07,49.0,34.5,64.3
36.1,1335.0,23.0,0.0,2.65,44.0,20.4,68.2
25.9,843.0,40.0,3.9,3.58,40.0,20.0,58.0
69.0,1391.0,22.0,-12.5,12.12,37.0,29.0,65.1
19.2,1209.0,66.0,-1.6,7.56,39.0,26.3,60.0
37.6,1537.0,51.0,-8.6,8.16,45.0,26.7,68.2
18.0,1524.0,21.0,0.0,4.13,43.0,21.6,62.7
43.5,1440.0,49.0,4.7,9.12,46.0,27.8,69.8
59.2,1541.0,40.0,-3.1,13.69,49.0,31.0,67.8
45.5,1647.0,29.0,-4.7,10.7,50.0,29.0,70.6
33.7,1657.0,37.0,3.9,9.58,51.0,28.2,73.3
15.7,1702.0,19.0,0.0,4.23,43.0,22.0,75.3
18.4,1358.0,29.0,3.1,3.52,31.0,20.4,60.4
40.4,791.0,35.0,-3.1,4.49,0.0,20.8,56.5
51.4,645.0,50.0,-2.3,6.79,12.0,25.9,62.7
29.0,2128.0,52.0,6.2,5.61,22.0,22.4,69.0
76.9,2161.0,47.0,0.0,25.15,33.0,34.9,67.5
57.6,1689.0,20.0,-7.0,13.95,37.0,31.0,69.0
55.7,1278.0,21.0,1.6,10.17,32.0,28.6,65.1
37.3,852.0,48.0,3.1,4.03,26.0,20.4,53.7
60.0,1352.0,67.0,-1.6,11.69,32.0,29.8,65.9
100.0,1988.0,70.0,0.8,30.53,45.0,37.6,63.5
69.4,2206.0,66.0,-0.8,22.68,49.0,34.1,69.0
87.8,2462.0,51.0,-3.1,7.33,47.0,25.9,67.8
60.0,1560.0,52.0,3.9,12.81,46.0,30.2,68.2
62.4,1527.0,34.0,-1.6,13.58,47.0,31.0,67.8
18.0,1500.0,27.0,4.7,3.54,33.0,20.8,64.7
38.4,805.0,40.0,-1.6,4.21,29.0,20.4,54.5
56.9,1453.0,47.0,-0.8,12.1,34.0,30.2,67.1
58.8,1752.0,41.0,-3.9,15.75,39.0,31.8,68.6
53.7,1362.0,51.0,-1.6,10.52,46.0,29.0,66.7
62.0,1607.0,21.0,2.3,14.72,50.0,31.4,68.2
35.7,894.0,64.0,-5.5,4.19,41.0,19.6,65.5
84.7,2111.0,51.0,-0.8,28.0,46.0,36.5,67.1
87.5,1600.0,49.0,-3.9,21.01,51.0,34.1,64.3
17.6,1675.0,60.0,3.1,4.54,49.0,22.0,63.1
37.3,810.0,38.0,-3.9,4.2,0.0,20.4,56.9
53.3,812.0,51.0,7.0,5.48,2.0,22.0,48.6
64.3,782.0,48.0,-1.6,7.1,12.0,27.1,52.5
45.1,865.0,42.0,8.6,5.23,11.0,22.4,49.4
54.1,2223.0,44.0,1.6,18.29,19.0,32.5,69.8
60.4,1787.0,29.0,3.9,16.06,13.0,32.2,68.6
54.9,1429.0,24.0,0.0,10.62,19.0,29.4,56.9
17.6,1399.0,42.0,4.7,3.42,23.0,20.0,65.5
54.1,2187.0,19.0,0.0,17.78,29.0,32.5,70.2
36.5,863.0,33.0,3.1,4.29,28.0,20.4,64.3
42.0,1465.0,58.0,-3.9,9.64,37.0,29.0,57.6
85.9,2012.0,69.0,0.8,26.51,53.0,35.7,66.3
47.8,1736.0,20.0,-3.9,16.07,57.0,31.8,72.5
18.4,1724.0,31.0,3.9,4.77,47.0,22.4,63.5
38.0,784.0,39.0,-0.8,4.23,42.0,20.4,62.0
56.5,2077.0,36.0,3.1,18.96,47.0,27.23618212807402,69.0
53.7,2331.0,26.0,-6.2,18.54,46.0,32.5,71.4
46.7,2156.0,44.0,-0.8,16.67,46.0,32.2,71.8
18.4,1128.0,32.0,0.0,3.33,37.0,17.6,63.9
40.0,787.0,33.0,-3.1,4.18,24.0,20.4,52.2
53.3,676.0,67.0,3.1,7.78,33.67243525896414,29.8,63.1
60.8,1983.0,73.0,-3.9,18.08,16.0,31.4,69.8
98.0,2795.0,78.0,0.0,43.19,41.0,39.6,66.7
94.1,2154.0,84.0,-6.2,31.7,53.0,37.3,65.9
71.0,2523.0,72.0,-3.1,28.0,58.0,34.9,77.3
93.3,1993.0,42.0,-6.2,27.98,61.0,36.5,65.5
19.6,2017.0,21.0,0.0,5.15,53.0,23.1,74.9
85.5,1825.0,67.0,8.6,23.83,59.0,34.9,66.7
58.8,1949.0,18.0,0.0,13.64,51.0,30.6,69.0
36.1,1641.0,63.0,5.5,15.02,47.0,31.8,75.7
63.1,1579.0,68.0,3.1,15.75,51.0,32.2,68.2
48.04087253229344,1738.0,85.0,1.6,23.16,57.0,34.9,64.7
100.0,2007.0,90.0,2.3,33.35,68.0,39.6,61.2
19.6,2467.0,34.0,1.6,7.22,72.0,25.9,71.4
37.6,2383.0,19.0,0.0,12.55,68.0,30.2,74.5
32.5,2008.0,47.0,-2.3,12.25,62.0,30.2,73.7
82.0,2105.0,86.0,-3.1,28.04,68.0,36.1,67.8
76.5,2301.0,68.0,-1.6,24.55,70.0,34.5,66.3
80.8,2327.0,20.0,0.0,23.54,66.0,33.3,68.2
22.0,1046.0,32.0,10.9,3.04,50.0,18.8,59.2
40.8,789.0,33.0,-5.5,4.23,41.0,20.4,54.9
48.6,1655.0,42.0,3.1,11.7,8.0,28.6,62.0
36.5,1457.0,34.0,3.9,4.61,2.0,21.6,66.3
36.9,826.0,61.0,-1.6,4.51,5.0,20.4,54.1
77.3,1853.0,76.0,4.7,20.84,34.0,34.9,69.0
60.0,2370.0,85.0,-3.1,27.65,44.0,36.5,78.0
100.0,2368.0,24.0,-6.2,42.71,56.0,43.5,62.0
65.9,1845.0,54.0,-3.9,16.06,66.0,31.8,67.8
32.9,2061.0,18.0,0.0,6.44,70.0,22.7,69.8
34.1,894.0,33.0,-5.5,3.87,62.0,19.6,62.4
46.7,916.0,46.0,3.9,6.98,56.0,26.7,63.9
60.0,1912.0,52.0,-5.5,17.0,59.0,32.2,69.0
51.4,1987.0,50.0,-3.1,15.01,60.0,31.4,70.2
52.5,2103.0,19.0,0.0,16.36,62.0,31.8,70.2
17.3,1653.0,30.0,10.2,3.74,27.0,20.4,66.7
39.6,903.0,64.0,4.7,5.77,30.0,26.3,55.3
81.2,1679.0,66.0,0.0,20.14,42.0,33.7,65.9
50.2,1405.0,55.0,3.9,10.45,46.0,29.0,68.2
61.6,1617.0,39.0,-3.1,14.88,56.0,31.4,68.6
46.7,1932.0,45.0,3.1,13.21,61.0,30.6,71.0
31.0,1943.0,32.0,7.0,5.38,60.0,22.7,69.8
34.5,809.0,35.0,3.9,3.95,53.0,20.0,58.0
38.8,798.0,32.0,1.6,4.02,34.0,20.4,55.7
32.9,800.0,38.0,2.3,3.88,0.0,20.4,54.9
58.0,1004.0,42.0,3.1,8.69,11.0,27.8,57.6
16.5,1549.0,41.0,-0.8,3.01,18.0,24.3,60.8
48.6,1755.0,20.0,0.8,12.7,22.0,30.2,70.2
36.9,809.0,32.0,3.1,4.07,4.0,20.4,56.1
40.4,789.0,33.0,1.6,4.38,0.0,20.8,53.7
40.0,793.0,38.0,2.3,4.39,1.0,20.8,52.5
74.1,795.0,26.0,-10.2,8.35,14.0,28.2,51.8
52.2,1798.0,19.0,-4.7,13.72,23.0,29.4,70.6
32.5,867.0,33.0,-6.2,4.39,7.0,20.8,68.2
36.9,786.0,35.0,1.6,4.1,0.0,20.4,58.0
45.1,827.0,52.0,-2.3,4.93,5.0,22.0,48.2
63.9,1274.0,21.0,4.7,11.39,22.0,30.2,56.1
54.1,1899.0,20.0,0.8,14.76,25.0,31.4,70.6
42.4,805.0,36.0,0.0,4.7,0.0,21.6,57.3
80.0,1939.0,37.0,3.1,23.25,37.0,34.9,67.8
64.3,1825.0,71.0,-2.3,16.26,44.0,32.2,72.5
23.5,1872.0,56.0,-3.1,7.11,49.0,29.8,54.1
71.0,1698.0,48.0,-8.6,17.64,54.0,32.5,67.1
18.4,1758.0,19.0,0.0,4.7,44.0,22.4,63.1
39.6,805.0,34.0,-0.8,4.25,30.0,20.4,55.7
42.4,856.0,60.0,3.9,4.89,34.0,23.9,58.8
100.0,1174.0,99.0,-0.8,19.47,39.0,52.9,50.6
19.2,2008.0,27.0,0.0,5.61,55.0,23.5,63.5
100.0,1397.0,54.0,2.3,21.64,44.0,36.5,55.7
13.7,1413.0,32.0,-1.6,3.3,33.0,20.4,74.5
34.9,808.0,33.0,-2.3,3.96,13.0,20.0,55.7
40.0,805.0,32.0,1.6,4.31,33.67243525896414,20.4,52.9
34.5,821.0,31.0,3.9,3.84,0.0,20.0,57.6
41.2,789.0,98.0,-1.6,4.52,5.0,20.8,59.6
63.1,1405.0,49.0,5.5,13.54,18.0,31.4,58.4
67.1,1712.0,21.0,-7.0,17.16,27.0,32.5,67.8
22.4,1048.0,34.0,-3.1,2.69,23.0,18.8,58.0
37.3,780.0,32.0,-3.9,4.14,15.0,20.4,55.3
41.6,805.0,50.0,3.1,4.64,5.0,21.2,53.3
37.6,806.0,36.0,-0.8,5.31,12.0,23.1,62.7
46.7,2318.0,32.0,5.5,7.4,20.0,25.9,71.8
36.5,1720.0,24.0,1.6,9.38,23.0,27.8,72.9
18.0,1217.0,32.0,-3.9,3.47,19.0,18.8,62.7
37.3,801.0,34.0,-4.7,4.1,10.0,20.4,56.1
36.5,816.0,32.0,1.6,4.02,33.67243525896414,20.4,56.1
72.9,2104.0,61.0,3.1,24.7,23.0,34.9,67.1
41.6,846.0,34.0,3.9,4.46,18.0,20.4,63.9
36.1,814.0,32.0,-3.9,4.12,10.0,27.23618212807402,56.5
42.4,812.0,37.0,-2.3,4.64,1.0,21.2,51.4
79.6,703.0,21.0,3.1,9.86,14.0,30.2,54.5
72.5,1396.0,62.0,-3.9,15.64,28.0,32.9,62.4
43.1,1662.0,53.0,3.9,12.68,30.0,30.6,75.7
50.6,1483.0,20.0,-3.9,11.15,26.0,29.4,68.2
17.3,1251.0,31.0,9.4,3.51,22.0,20.0,60.8
41.2,880.0,30.0,1.6,4.62,3.0,20.4,63.5
37.6,781.0,35.0,0.8,4.31,0.0,21.2,55.7
48.04087253229344,779.0,67.0,7.8,4.52,8.0,21.6,53.3
45.1,1557.0,33.0,0.8,3.67,7.0,21.2,59.6
48.6,1566.0,56.0,6.2,10.56,18.0,28.6,67.5
48.04087253229344,2153.0,53.0,-0.8,19.09,25.0,32.9,72.2
23.1,1840.0,26.0,-1.6,4.96,26.0,22.7,56.9
34.9,803.0,35.0,3.9,3.94,22.0,20.4,58.4
50.2,765.0,60.0,9.4,5.28,7.0,23.5,56.9
58.8,1622.0,63.0,3.1,15.36,18.0,32.2,61.2
82.7,1942.0,36.0,1.6,25.41,31.0,35.3,65.1
53.3,1557.0,33.0,-1.6,12.01,35.0,30.2,67.8
49.4,1773.0,28.0,1.6,14.82,36.0,31.4,70.2
38.8,810.0,62.0,3.1,4.54,39.0,20.8,56.9
60.0,1405.0,20.0,-1.6,12.03,43.0,30.2,65.9
19.6,1457.0,33.0,16.4,4.0,46.0,21.2,63.1
18.0,1573.0,19.0,0.0,4.22,47.0,22.0,74.9
84.3,1871.0,67.0,1.6,23.73,60.0,34.9,65.1
18.4,1592.0,19.0,14.8,4.17,51.0,22.0,66.3
22.4,1372.0,20.0,8.6,8.25,47.0,28.2,62.0
19.2,1258.0,68.0,14.8,3.59,46.0,20.4,60.0
78.4,1293.0,70.0,-2.3,14.75,50.0,31.8,61.2
19.6,1337.0,45.0,11.7,3.67,33.67243525896414,20.4,62.0
85.5,1298.0,90.0,10.9,19.52,52.0,34.5,62.4
100.0,1457.0,83.0,6.2,23.05,59.0,36.9,54.5
92.5,1653.0,21.0,-8.6,22.43,33.67243525896414,33.7,61.6
36.5,881.0,37.0,3.9,4.23,54.0,20.4,65.9
42.7,1814.0,42.0,7.0,11.91,56.0,30.2,72.2
48.6,1895.0,31.0,-1.6,6.55,52.0,24.7,70.6
43.9,1696.0,21.0,4.7,10.57,44.0,29.4,71.8
32.9,867.0,34.0,3.9,3.71,19.0,19.6,56.1
37.3,797.0,69.0,-2.3,4.41,8.0,20.8,53.7
69.4,1777.0,59.0,0.0,22.21,20.0,34.5,63.1
88.6,2010.0,70.0,-7.0,26.83,33.0,36.1,65.5
99.2,1775.0,90.0,1.6,26.43,45.0,36.9,61.2
89.4,2162.0,77.0,-7.0,23.83,52.0,33.7,68.2
96.5,1789.0,41.0,-6.2,26.31,57.0,36.5,62.4
56.5,1903.0,52.0,-8.6,15.84,59.0,31.8,69.0
76.1,2003.0,42.0,-0.8,22.55,61.0,34.5,66.7
20.8,1506.438032627222,19.0,0.0,6.02,50.0,24.3,62.7
60.0,1640.0,55.0,5.5,14.34,52.0,31.4,72.2
66.7,1784.0,19.0,0.0,14.35,51.0,28.6,67.5
18.0,1637.0,58.0,3.1,4.33,49.0,22.0,63.1
67.1,1651.0,44.0,-3.1,16.49,52.0,32.2,67.1
18.8,1710.0,19.0,0.0,4.63,44.0,22.4,76.5
32.5,894.0,34.0,4.7,3.79,16.0,19.2,55.3
36.1,780.0,32.0,2.3,4.07,0.0,20.4,56.9
62.7,783.0,59.0,-8.6,7.64,15.0,26.3,52.2
18.8,2133.0,68.0,3.1,12.88,28.0,32.2,62.0
84.7,2589.0,59.0,0.0,34.52,35.0,37.3,67.1
18.0,1475.0,42.0,3.9,3.79,28.0,21.2,62.0
28.2,1386.0,69.0,0.0,8.46,34.0,29.0,65.1
20.4,1679.0,29.0,4.7,4.41,26.0,21.6,62.7
35.3,786.0,41.0,0.0,3.95,19.0,20.0,61.2
47.1,1904.0,40.0,-3.1,13.21,46.0,30.6,70.6
20.4,1168.0,28.0,1.6,3.67,22.0,19.6,58.0
58.0,1906.0,60.0,0.0,16.55,30.0,32.2,68.6
20.8,2088.0,51.0,-0.8,6.13,34.0,23.5,61.2
59.6,1706.0,65.0,-7.8,14.47,39.0,31.4,69.8
45.1,1969.0,28.0,3.9,7.21,26.0,24.3,69.0
33.7,814.0,32.0,3.1,3.67,16.0,19.6,61.2
49.4,1591.0,43.0,3.1,10.13,21.0,28.2,70.6
40.8,1934.0,21.0,0.0,14.99,22.0,30.6,69.4
50.6,1943.0,50.0,-2.3,15.19,31.0,31.8,69.8
42.7,2101.0,39.0,-3.1,15.12,38.0,31.4,74.9
34.1,1921.0,19.0,0.0,8.14,37.0,25.1,73.3
45.1,818.0,59.0,-0.8,4.81,21.0,20.8,65.9
33.7,1703.0,75.0,1.6,9.62,24.0,25.9,71.0
100.0,1324.0,86.0,4.7,22.03,37.0,37.3,55.3
78.8,1638.0,46.0,-10.9,18.53,53.0,32.5,65.5
56.5,1822.0,64.0,-3.9,15.22,57.0,31.4,69.0
18.8,1845.0,38.0,0.0,5.18,50.0,22.7,63.1
60.4,1669.0,64.0,5.5,15.54,51.0,31.8,68.6
85.1,1761.0,70.0,1.6,22.16,58.0,34.5,65.1
83.5,2004.0,21.0,-6.2,20.05,62.0,32.9,65.5
20.8,1883.0,33.0,9.4,4.7,43.0,22.0,63.1
37.3,808.0,69.0,-1.6,4.03,32.0,19.6,56.1
100.0,1727.0,94.0,5.5,29.35,46.0,38.8,59.2
84.3,1869.0,20.0,-2.3,23.26,50.0,34.9,65.1
19.2,1619.0,79.0,3.9,4.36,54.0,22.0,63.1
99.2,1914.0,20.0,-7.0,23.95,57.0,34.1,62.0
20.0,1873.0,19.0,0.0,5.65,56.0,23.5,63.1
100.0,1838.0,93.0,5.5,30.76,62.0,39.2,59.6
83.1,1799.0,19.0,-3.9,22.42,66.0,34.5,65.1
18.4,1752.0,26.0,0.0,4.8,49.0,22.4,63.5
100.0,1355.0,98.0,3.1,18.01,55.0,31.4,56.1
20.4,2038.0,19.0,0.0,6.06,60.0,24.3,63.1
17.3,1600.0,20.0,0.0,4.25,51.0,22.0,75.3
97.6,1386.0,101.0,6.2,20.35,46.0,35.3,60.8
90.6,1563.0,49.0,-3.9,16.8,47.0,32.2,58.0
15.7,1491.0,31.0,0.8,4.11,27.0,20.8,75.3
34.5,814.0,73.0,-3.1,3.67,24.0,19.2,60.4
90.2,1327.0,72.0,-0.8,17.77,38.0,33.7,60.0
91.0,2027.0,47.0,-3.1,22.32,45.0,25.9,65.9
20.8,1084.0,33.0,-3.9,2.9,39.0,18.0,58.0
40.0,797.0,62.0,-3.9,4.44,13.0,20.8,58.4
100.0,1207.0,22.0,-0.8,20.03,21.0,34.9,55.3
19.6,891.0,34.0,-1.6,4.02,10.0,20.8,60.0
40.4,808.0,21.0,1.6,4.35,19.0,20.4,52.9
22.7,1981.0,45.0,-0.8,5.51,31.0,22.7,68.6
38.0,783.0,34.0,-2.3,4.22,13.0,20.4,54.1
52.9,1661.0,41.77021121631464,10.2,15.81,17.0,32.9,63.5
20.4,919.0,38.0,8.6,4.36,9.0,22.4,62.7
56.1,1425.0,24.0,0.0,11.41,12.0,29.8,63.1
60.0,1278.0,73.0,3.9,11.16,17.0,29.8,56.5
60.4,1385.0,80.0,-0.8,18.24,24.0,33.3,65.9
100.0,2287.0,65.0,0.0,35.67,30.0,38.8,63.9
69.0,2295.0,49.0,3.1,23.58,52.0,34.5,69.0
30.2,1851.0,40.0,1.6,9.88,62.0,29.4,75.3
20.4,2060.0,19.0,0.0,8.04,57.0,27.1,63.5
45.9,1931.0,19.0,5.5,13.25,59.0,30.6,69.8
72.5,1965.0,70.0,-2.3,23.43,64.0,34.9,69.0
66.3,2374.0,60.0,0.8,23.47,78.0,34.5,69.8
34.5,2116.0,19.0,4.7,11.0,73.0,29.4,73.7
17.6,1530.0,30.0,8.6,3.93,28.0,21.2,62.7
38.8,805.0,91.0,0.8,6.71,32.0,28.2,54.5
100.0,1785.0,73.0,-3.1,29.26,47.0,38.0,58.8
80.4,2400.0,43.0,2.3,28.61,52.0,35.7,67.5
82.4,1777.0,65.0,1.6,21.53,57.0,34.1,65.9
19.6,1827.0,23.0,0.0,4.99,27.0,22.7,63.1
30.6,1333.0,94.0,5.5,10.21,32.0,30.2,56.9
100.0,1692.0,98.0,3.9,28.05,41.0,38.4,57.6
21.2,2572.0,21.0,0.0,7.23,33.0,26.3,78.4
50.2,2317.0,22.0,4.7,18.8,56.0,32.9,71.8
63.1,1924.0,21.0,-10.2,17.5,59.0,32.2,68.2
19.2,1919.0,19.0,10.2,6.43,53.0,26.3,63.1
43.5,810.0,50.0,-2.3,5.01,11.0,23.9,55.3
18.0,1617.0,67.0,7.8,3.16,20.0,20.4,59.6
67.5,2010.0,20.0,-3.9,22.12,30.0,34.1,67.5
62.4,1503.0,69.0,2.3,14.55,37.0,32.5,68.6
54.9,1926.0,34.0,-4.7,15.92,42.0,31.8,67.8
31.4,2084.0,26.0,3.1,9.94,41.0,28.2,74.5
27.8,2043.0,31.0,0.8,8.21,42.0,27.1,75.3
34.1,2084.0,23.0,-2.3,10.52,44.0,29.0,74.1
27.8,2145.0,20.0,0.0,8.98,42.0,27.8,76.5
48.2,1943.0,35.0,1.6,13.8,39.0,31.0,71.4
33.7,1897.0,20.0,3.1,9.54,30.0,27.5,73.7
21.2,926.0,33.0,-2.3,4.04,13.0,20.8,60.8
38.8,794.0,33.0,-7.8,4.1,1.0,20.4,57.3
51.0,721.0,29.0,-4.7,5.69,7.0,24.3,62.4
65.9,1091.0,44.0,3.9,10.23,23.0,29.0,62.0
20.8,1161.0,21.0,-1.6,3.4,22.0,18.8,61.6
49.8,1252.0,28.0,5.5,9.02,17.0,27.5,61.6
18.0,1355.0,26.0,7.0,3.36,11.0,20.4,63.9
44.3,784.0,41.0,-2.3,4.71,9.0,21.6,49.8
71.4,866.0,97.0,1.6,10.18,23.0,29.8,58.4
20.8,1901.0,35.0,0.0,5.66,19.0,23.9,76.9
44.7,1573.0,86.0,-3.9,10.25,32.0,29.0,71.4
21.6,2312.0,100.0,4.7,6.43,41.0,34.9,54.1
100.0,2141.0,99.0,1.6,36.81,51.0,79.6,59.6
29.0,1835.0,28.0,-2.3,7.91,53.0,26.7,74.5
19.2,1760.0,19.0,0.0,4.58,51.0,22.4,63.5
18.0,1679.0,24.0,6.2,4.46,50.0,23.1,63.1
18.4,1688.0,19.0,0.0,4.43,46.0,22.4,67.1
23.9,991.0,48.0,4.7,3.61,36.0,20.0,58.4
100.0,1815.0,20.0,-6.2,19.6,33.0,33.7,59.2
18.8,1445.0,59.0,3.9,3.72,29.0,21.2,62.0
48.04087253229344,1571.0,87.0,0.8,27.89,44.0,56.1,56.1
100.0,2336.0,47.0,0.0,38.81,50.0,40.8,62.7
86.3,1695.0,49.0,-0.8,21.77,52.0,34.1,65.5
61.6,1766.0,59.0,-3.1,15.58,55.0,31.8,68.6
72.9,2025.0,38.0,3.9,17.04,61.0,31.8,67.8
79.6,1720.0,52.0,-2.3,20.06,63.0,33.7,66.3
61.2,1747.0,38.0,0.0,15.3,65.0,31.4,68.2
58.0,1797.0,52.0,-1.6,16.64,70.0,32.2,69.4
61.6,1950.0,49.0,0.0,17.6,72.0,32.5,68.2
66.7,1974.0,60.0,-3.9,20.56,74.0,33.7,69.0
73.3,2031.0,81.0,-5.5,21.84,77.0,34.1,67.8
99.2,2132.0,66.0,3.9,31.51,81.0,37.6,64.3
19.2,2163.0,19.0,0.0,6.24,69.0,24.7,63.5
38.0,789.0,33.0,-7.8,4.26,12.0,20.4,54.1
67.8,894.0,51.0,0.8,9.0,15.0,27.8,53.7
55.7,2936.0,46.0,1.6,9.89,22.0,28.2,72.2
98.8,2199.0,20.0,-3.9,38.82,40.0,41.6,67.5
66.7,1989.0,52.0,-8.6,18.35,46.0,32.9,70.2
22.4,2474.0,23.0,-2.3,8.14,46.0,27.1,78.4
24.3,2233.0,40.0,2.3,8.02,44.0,26.7,77.3
61.2,2198.0,67.0,0.8,23.13,51.0,34.1,70.2
22.4,1715.0,56.0,3.1,11.14,54.0,30.2,62.4
64.7,1834.0,51.0,-0.8,17.6,57.0,32.2,68.2
18.0,1844.0,18.0,0.0,5.01,51.0,22.7,63.5
71.4,1750.0,42.0,-3.9,18.84,56.0,32.9,67.1
39.6,1872.0,39.0,3.9,10.78,57.0,29.4,72.5
92.9,2207.0,20.0,0.0,26.06,63.0,32.9,62.0
82.0,2119.0,94.0,-2.3,36.14,69.0,69.0,75.3
100.0,2397.0,19.0,-4.7,45.1,71.0,83.1,59.6
30.2,1853.0,27.0,0.0,8.4,48.0,25.1,74.5
31.0,1909.0,30.0,0.0,8.33,54.0,25.1,74.5
42.7,1786.0,28.0,-3.1,11.49,53.0,29.8,72.2
18.0,1762.0,29.0,0.0,4.54,52.0,22.4,63.5
87.5,1766.0,45.0,-7.0,22.67,54.0,34.9,66.7
50.6,1770.0,23.0,-3.1,10.7,49.0,29.0,70.6
17.6,1563.0,35.0,0.0,3.99,45.0,21.6,63.1
13.7,1520.0,99.0,10.9,3.79,49.0,21.2,74.9
100.0,1506.438032627222,20.0,0.8,31.33,55.0,57.6,56.5
20.4,1795.0,19.0,0.0,5.51,49.0,23.5,62.7
31.8,1670.0,35.0,-5.5,7.84,51.0,26.3,73.7
48.2,1741.0,53.0,-1.6,12.9,58.0,31.0,71.0
19.6,1948.0,20.0,0.0,5.8,53.0,23.9,76.9
70.2,1792.0,88.0,0.8,20.01,62.0,34.9,69.0
19.2,2030.0,20.0,0.0,6.01,54.0,24.3,76.5
56.1,1802.0,39.0,3.9,15.03,52.0,31.4,69.4
100.0,1756.0,100.0,5.5,31.72,61.0,56.5,63.5
42.0,769.0,32.0,0.8,4.44,0.0,20.8,56.1
20.4,2254.0,88.0,2.3,12.96,33.0,30.2,63.5
76.9,3041.0,51.0,0.0,32.32,38.0,28.2,68.2
90.2,2249.0,91.0,-3.1,35.45,57.0,40.4,68.2
21.2,1836.0,40.0,0.0,6.3,54.0,27.5,76.9
53.7,1809.0,62.0,3.9,13.92,57.0,31.0,70.2
51.8,1907.0,44.0,-0.8,11.71,58.0,29.8,69.4
51.0,1960.0,47.0,-5.5,14.52,59.0,31.0,70.2
60.0,1977.0,100.0,-2.3,31.39,64.0,38.8,69.4
100.0,2149.0,29.0,-6.2,31.26,61.0,36.5,60.8
78.0,2027.0,41.0,-2.3,23.69,62.0,34.5,67.5
78.8,2101.0,35.0,-5.5,23.78,64.0,33.7,67.8
44.7,2121.0,19.0,-1.6,24.87,65.0,34.9,73.3
35.3,1847.0,36.0,1.6,9.83,63.0,28.6,70.2
18.0,1700.0,19.0,0.0,4.45,57.0,22.4,64.3
52.2,1556.0,20.0,6.2,12.19,54.0,26.7,71.0
18.8,1461.0,21.0,20.3,4.11,46.0,21.6,64.3
47.5,1573.0,29.0,0.0,8.25,48.0,25.1,70.2
93.7,1690.0,37.0,7.8,27.49,57.0,38.8,64.3
21.2,1865.0,21.0,0.0,5.76,51.0,23.9,62.4
68.6,1392.0,64.0,6.2,14.65,43.0,31.8,66.3
69.0,1463.0,43.0,2.3,14.81,45.0,31.4,67.5
100.0,1559.0,100.0,0.6281970010971596,27.1,58.0,39.6,68.2
22.4,1993.0,85.0,0.0,5.28,63.0,23.1,69.0
16.1,1424.0,36.0,10.9,3.21,33.0,19.6,66.3
40.8,773.0,45.0,0.6281970010971596,4.2,36.0,22.4,58.0
56.1,1845.0,19.0,-10.9,15.81,39.0,31.8,69.0
17.3,1865.0,20.0,0.0,5.02,28.0,22.4,63.5
18.8,1355.0,32.0,7.8,3.54,23.0,20.8,60.4
54.9,857.0,55.0,3.9,4.99,6.0,18.0,51.4
58.8,1190.0,35.0,-6.2,9.67,12.0,28.2,56.5
61.6,2157.0,20.0,0.0,21.42,19.0,33.7,69.4
56.9,1701.0,70.0,5.5,15.08,31.0,31.8,71.0
87.5,2936.0,76.0,0.0,39.28,40.0,38.4,67.8
100.0,2112.0,82.0,1.6,33.71,52.0,38.8,62.7
79.2,2049.0,63.0,-0.8,23.99,62.0,34.9,66.7
71.8,2059.0,68.0,0.0,21.72,61.0,33.7,67.8
25.9,2233.0,92.0,10.9,5.97,79.0,23.5,68.6
100.0,2203.0,73.0,3.9,34.1,83.0,38.0,63.5
82.4,2272.0,62.0,0.8,27.27,82.0,35.7,67.8
50.2,2229.0,31.0,-0.8,16.01,33.67243525896414,31.8,69.8
30.2,2149.0,20.0,0.0,8.86,74.0,27.5,74.9
89.4,2432.0,34.0,0.0,33.32,36.0,37.3,67.5
56.5,1837.0,48.0,-4.7,15.24,42.0,31.8,70.2
42.4,2619.0,30.0,-0.8,16.6,59.0,31.8,74.5
20.0,1983.0,44.0,3.9,11.0,61.0,30.6,63.5
51.8,2043.0,43.0,-3.1,17.63,62.0,32.2,70.2
46.3,2074.0,96.0,3.1,14.14,66.0,31.0,71.4
100.0,2307.0,24.0,4.7,22.97,65.0,29.4,62.0
30.6,835.0,33.0,3.9,3.48,36.0,19.6,60.0
52.9,857.0,64.0,-0.8,9.66,15.0,29.0,55.7
